name,affiliation,homepage,scholarid
Anil Kumar Sao,IIT Mandi,http://faculty.iitmandi.ac.in/~anil,4ya5wyQAAAAJ
Aroor Dinesh Dileep,IIT Mandi,http://faculty.iitmandi.ac.in/~addileep,NOSCHOLARPAGE
Padmanabhan Rajan,IIT Mandi,https://faculty.iitmandi.ac.in/~padman,3sZ-nzAAAAAJ
Renu M. Rameshan,IIT Mandi,http://faculty.iitmandi.ac.in/research/publications/Author/renumr.php,NOSCHOLARPAGE
Samar Agnihotri,IIT Mandi,http://faculty.iitmandi.ac.in/~samar,qZkww5oAAAAJ
Satyajit Thakor,IIT Mandi,http://faculty.iitmandi.ac.in/~satyajit,B4gJ7CoAAAAJ
Siddhartha Sarma,IIT Mandi,http://faculty.iitmandi.ac.in/~siddhartha/index.html,c-oFx5UAAAAJ
Srikant Srinivasan,IIT Mandi,http://faculty.iitmandi.ac.in/~srikant_srinivasan,NOSCHOLARPAGE
Sriram Kailasam,IIT Mandi,http://faculty.iitmandi.ac.in/~sriramk,xLWew1gAAAAJ
Subashish Datta,IIT Mandi,https://www.facebook.com/subashish.datta,dyRc_BIAAAAJ
Timothy A. Gonsalves,IIT Mandi,http://www.cse.iitm.ac.in/~tag,NOSCHOLARPAGE
Tushar Jain,IIT Mandi,http://faculty.iitmandi.ac.in/~tushar,RPol2lkAAAAJ
Varun Dutt,IIT Mandi,https://faculty.iitmandi.ac.in/~varun,jly9u8AAAAAJ
Abyayananda Maiti,IIT Patna,https://iitp.ac.in/index.php/departments/computer-center/people/head/1095-dr-abyayananda-maiti.html,N49XT94AAAAJ
Arijit Mondal,IIT Patna,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/584-arijit-mondal.html,97ryAF0AAAAJ
Ashok Singh Sairam,IIT Patna,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/dr-ashok-singh-sairam.html,NOSCHOLARPAGE
Asif Ekbal,IIT Patna,http://iitp.ac.in/~asif,IAL_F04AAAAJ
Jimson Mathew,IIT Patna,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/1502-dr-jimson-mathew.html,NOSCHOLARPAGE
Joydeep Chandra,IIT Patna,https://iitp.ac.in/index.php/departments/computer-center/people/head/705-dr-joydeep-chandra.html,_MaLUpIAAAAJ
Pushpak Bhattacharyya,IIT Patna,https://www.cse.iitb.ac.in/~pb,vvg-pAkAAAAJ
Rajiv Misra,IIT Patna,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/dr-rajiv-misra.html,VDbjyx4AAAAJ
Raju Halder,IIT Patna,https://iitp.ac.in/~halder,mA0HQJEAAAAJ
Samrat Mondal,IIT Patna,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/dr-samrat-mondal.html,NOSCHOLARPAGE
Somanath Tripathy,IIT Patna,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/dr-somanath-tripathy.html,sYHVfuEAAAAJ
Sourav Kumar Dandapat,IIT Patna,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/1608-dr-sourav-kumar-dandapat.html,NOSCHOLARPAGE
Sriparna Saha 0001,IIT Patna,http://www.iitp.ac.in/~sriparna,Fj7jA_AAAAAJ
Suman Kumar Maji,IIT Patna,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/1450-dr-suman-kumar-maji.html,bB2_Ug8AAAAJ
Balasubramanian Raman,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/Home+Departments_and_Centres+Mathematics+People+Faculty+Balasubramanian_R_.html,QU2O6JMAAAAJ
Biplab Banerjee,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/People+Biplab_Banerjee.html,0q-fdykAAAAJ
Dhaval Patel,IIT Roorkee,http://faculty.iitr.ac.in/~patelfec,MvUSMXUAAAAJ
Durga Toshniwal,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/People+Faculty+Durga_Toshniwal.html,NOSCHOLARPAGE
Manoj Misra,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/People+Faculty+manojfec.html,EwxWd40AAAAJ
P. Sateesh Kumar,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/People+Faculty+drpskfec.html,jc0x_v8AAAAJ
Partha Pratim Roy,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/People+Faculty+Partha_Pratim_Roy.html,7SQRtWUAAAAJ
Rajdeep Niyogi,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/People+Faculty+rajdpfec.html,NOSCHOLARPAGE
Raman Balasubramanian,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/Home+Departments_and_Centres+Mathematics+People+Faculty+Balasubramanian_R_.html,QU2O6JMAAAAJ
Ranita Biswas,IIT Roorkee,http://faculty.iitr.ac.in/~ranitafcs,x2obmAYAAAAJ
Subhankar Mishra,IIT Roorkee,http://faculty.iitr.ac.in/~smishrafcs,FICz_ukAAAAJ
Sudip Roy 0001,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/People+Sudip_Roy.html,UBfH3WQAAAAJ
Sugata Gangopadhyay,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/Home+Departments_and_Centres+Mathematics+People+Faculty+Gangopadhyay_Sugata.html,J7_k8JEAAAAJ
Vaskar Raychoudhury,IIT Roorkee,http://faculty.iitr.ac.in/~vaskafec,Jzs-63AAAAAJ
Abhinav Dhall,IIT Ropar,http://www.iitrpr.ac.in/cse/abhinavdhall,ypusncAAAAAJ
Apurva Mudgal,IIT Ropar,http://www.iitrpr.ac.in/cse/apurva,NOSCHOLARPAGE
Balwinder Sodhi,IIT Ropar,http://www.iitrpr.ac.in/sodhi,NOSCHOLARPAGE
Deepti R. Bathula,IIT Ropar,http://www.iitrpr.ac.in/cse/bathula,msRMYTkAAAAJ
Jung Hyun Jun,IIT Ropar,http://www.iitrpr.ac.in/cse/peterjun,cAnBAVUAAAAJ
Mukesh Kumar Saini,IIT Ropar,http://www.iitrpr.ac.in/cse/mukeshsaini,XpWL11EAAAAJ
Narayanan C. Krishnan,IIT Ropar,http://www.iitrpr.ac.in/cse/ckn,rqkXaRAAAAAJ
Narayanan Chatapuram Krishnan,IIT Ropar,http://www.iitrpr.ac.in/cse/ckn,rqkXaRAAAAAJ
Neeraj Goel,IIT Ropar,http://www.iitrpr.ac.in/cse/neerajgoel,6AERbuMAAAAJ
Nitin Auluck,IIT Ropar,http://www.iitrpr.ac.in/cse/nitin,pFiwhAIAAAAJ
Puneet Goyal,IIT Ropar,http://www.iitrpr.ac.in/cse/puneet,J_MIa1oAAAAJ
S. R. S. Iyengar,IIT Ropar,http://sudarshaniyengar.com,NOSCHOLARPAGE
Sudarshan Iyengar,IIT Ropar,http://sudarshaniyengar.com,NOSCHOLARPAGE
Sujata Pal,IIT Ropar,http://www.iitrpr.ac.in/cse/sujata,9gcmeKwAAAAJ
Aron Culotta,Illinois Institute of Technology,https://science.iit.edu/people/faculty/aron-culotta,481oUzkAAAAJ
Bogdan Korel,Illinois Institute of Technology,https://science.iit.edu/people/faculty/bogdan-korel,NOSCHOLARPAGE
Boris Glavic,Illinois Institute of Technology,https://science.iit.edu/people/faculty/boris-glavic,lCdBR8cAAAAJ
Cynthia Hood,Illinois Institute of Technology,https://science.iit.edu/people/faculty/cynthia-hood,NOSCHOLARPAGE
Dong Jin,Illinois Institute of Technology,https://science.iit.edu/people/faculty/kevin-jin,-ln1Vp0AAAAJ
Edward M. Reingold,Illinois Institute of Technology,https://science.iit.edu/people/faculty/edward-reingold,UlQeH7AAAAAJ
Eunice E. Santos,Illinois Institute of Technology,https://science.iit.edu/people/faculty/eunice-santos,NOSCHOLARPAGE
Gady Agam,Illinois Institute of Technology,https://science.iit.edu/people/faculty/gady-agam,NOSCHOLARPAGE
Gruia Calinescu,Illinois Institute of Technology,https://science.iit.edu/people/faculty/gruia-calinescu,NOSCHOLARPAGE
Ioan Raicu,Illinois Institute of Technology,https://science.iit.edu/people/faculty/ioan-raicu,jE73HYAAAAAJ
Kyle C. Hale,Illinois Institute of Technology,https://science.iit.edu/people/faculty/kyle-hale,zYAOJqwAAAAJ
Mustafa Bilgic 0001,Illinois Institute of Technology,https://science.iit.edu/people/faculty/mustafa-bilgic,bOM9qN8AAAAJ
Peng-Jun Wan,Illinois Institute of Technology,https://science.iit.edu/people/faculty/peng-jun-wan,TXUhDokAAAAJ
Sanjiv Kapoor,Illinois Institute of Technology,https://science.iit.edu/people/faculty/sanjiv-kapoor,NOSCHOLARPAGE
Sean P. Engelson,Illinois Institute of Technology,https://science.iit.edu/people/faculty/shlomo-argamon,mjsJxhQAAAAJ
Shangping Ren,Illinois Institute of Technology,https://science.iit.edu/people/faculty/shangping-ren,NOSCHOLARPAGE
Shlomo Argamon,Illinois Institute of Technology,https://science.iit.edu/people/faculty/shlomo-argamon,mjsJxhQAAAAJ
Shlomo Argamon-Engelson,Illinois Institute of Technology,https://science.iit.edu/people/faculty/shlomo-argamon,mjsJxhQAAAAJ
Xian-He Sun,Illinois Institute of Technology,https://science.iit.edu/people/faculty/xian-he-sun,9h3JX7MAAAAJ
Yuan Hong,Illinois Institute of Technology,https://science.iit.edu/people/faculty/yuan-hong,NOSCHOLARPAGE
Zhiling Lan,Illinois Institute of Technology,https://science.iit.edu/people/faculty/zhiling-lan,WZVDjawAAAAJ
Aleksandar Nanevski,IMDEA Software Institute,http://software.imdea.org/~aleks,JGza54YAAAAJ
Alessandra Gorla,IMDEA Software Institute,http://software.imdea.org/~alessandra.gorla,6uUwTrwAAAAJ
Alexey Gotsman,IMDEA Software Institute,http://software.imdea.org/~gotsman,NOSCHOLARPAGE
Benedikt Schmidt,IMDEA Software Institute,http://software.imdea.org/people/benedikt.schmidt,wvIA190AAAAJ
Boris Köpf,IMDEA Software Institute,http://software.imdea.org/~bkoepf,B5EwUUYAAAAJ
César Sánchez,IMDEA Software Institute,http://software.imdea.org/~cesar,M1shlR0AAAAJ
Dario Fiore,IMDEA Software Institute,http://www.dariofiore.it,RiIDoKQAAAAJ
Gilles Barthe,IMDEA Software Institute,http://software.imdea.org/people/gilles.barthe,NOSCHOLARPAGE
José F. Morales,IMDEA Software Institute,http://software.imdea.org/people/josef.morales,DZOdfUIAAAAJ
Juan Caballero,IMDEA Software Institute,http://software.imdea.org/people/juan.caballero,6QjUClkAAAAJ
Manuel Carro,IMDEA Software Institute,http://software.imdea.org/people/manuel.carro,dBhRRpEAAAAJ
Manuel V. Hermenegildo,IMDEA Software Institute,http://software.imdea.org/people/manuel.hermenegildo,VXQGJD0AAAAJ
Pedro López-García 0001,IMDEA Software Institute,http://software.imdea.org/people/pedro.lopez,NOSCHOLARPAGE
Pierre Ganty,IMDEA Software Institute,http://software.imdea.org/people/pierre.ganty,j8fTqW0AAAAJ
A. Aldo Faisal,Imperial College London,https://www.imperial.ac.uk/people/a.faisal,WjHjbrwAAAAJ
A. J. Field,Imperial College London,http://wp.doc.ic.ac.uk/ajf,rn3Lg2wAAAAJ
Abbas Edalat,Imperial College London,https://www.doc.ic.ac.uk/~ae,KP1AXgwAAAAJ
Abhijeet Ghosh,Imperial College London,http://www.doc.ic.ac.uk/~ghosh,EG_UZvwAAAAJ
Aldo A. Faisal,Imperial College London,http://www.imperial.ac.uk/people/a.faisal,WjHjbrwAAAAJ
Aldo Faisal,Imperial College London,http://www.imperial.ac.uk/people/a.faisal,WjHjbrwAAAAJ
Alessandra Russo,Imperial College London,http://www.imperial.ac.uk/people/a.russo,_6zceo4AAAAJ
Alessio Lomuscio,Imperial College London,http://www.doc.ic.ac.uk/~alessio,xdWZkEEAAAAJ
Alessio R. Lomuscio,Imperial College London,http://www.doc.ic.ac.uk/~alessio,xdWZkEEAAAAJ
Andrew J. Davison,Imperial College London,https://www.doc.ic.ac.uk/~ajd,SNQFnBEAAAAJ
Anthony J. Field,Imperial College London,http://wp.doc.ic.ac.uk/ajf,rn3Lg2wAAAAJ
Antonio Filieri,Imperial College London,http://www.antonio.filieri.name,MdbPRwMAAAAJ
Ben Glocker,Imperial College London,http://wp.doc.ic.ac.uk/bglocker,g_HtjLIAAAAJ
Benjamin M. Glocker,Imperial College London,http://wp.doc.ic.ac.uk/bglocker,g_HtjLIAAAAJ
Bernhard Kainz,Imperial College London,http://www.imperial.ac.uk/people/b.kainz,Igxq-YEAAAAJ
Berç Rustem,Imperial College London,http://www.doc.ic.ac.uk/~br,AeKQNY0AAAAJ
Chris Hankin,Imperial College London,http://www.imperial.ac.uk/people/c.hankin,axungaEAAAAJ
Cristian Cadar,Imperial College London,https://www.doc.ic.ac.uk/~cristic,xQPpd1wAAAAJ
Cristiano Calcagno,Imperial College London,http://www.imperial.ac.uk/collegedirectory/index.asp?PeopleID=767740,NOSCHOLARPAGE
Daniel Rueckert,Imperial College London,http://wp.doc.ic.ac.uk/dr,H0O0WnQAAAAJ
Duncan Fyfe Gillies,Imperial College London,https://www.doc.ic.ac.uk/~dfg,NOSCHOLARPAGE
Duncan Gillies,Imperial College London,https://www.doc.ic.ac.uk/~dfg,NOSCHOLARPAGE
Emil C. Lupu,Imperial College London,http://www.imperial.ac.uk/people/e.c.lupu,e23mVyoAAAAJ
Emil Constantine Lupu,Imperial College London,http://www.imperial.ac.uk/people/e.c.lupu,e23mVyoAAAAJ
Emil Lupu,Imperial College London,http://www.imperial.ac.uk/people/e.c.lupu,e23mVyoAAAAJ
Eno Thereska,Imperial College London,https://enothereska.wordpress.com,Vxq3vksAAAAJ
Fariba Sadri,Imperial College London,http://www.doc.ic.ac.uk/~fs,1CN_q7kAAAAJ
Francesca Toni,Imperial College London,http://www.doc.ic.ac.uk/~ft,L9dwO2cAAAAJ
Giuliano Casale,Imperial College London,http://wp.doc.ic.ac.uk/gcasale,Os1VLoQAAAAJ
Guang-Zhong Yang,Imperial College London,http://www.imperial.ac.uk/people/g.z.yang,NOSCHOLARPAGE
Herbert Wiklicky,Imperial College London,http://www.doc.ic.ac.uk/~herbert,6Uh6z5AAAAAJ
Iain C. C. Phillips,Imperial College London,http://www.imperial.ac.uk/collegedirectory/index.asp?PeopleID=941691,NOSCHOLARPAGE
Iain Phillips,Imperial College London,http://www.imperial.ac.uk/collegedirectory/index.asp?PeopleID=941691,NOSCHOLARPAGE
Ian M. Hodkinson,Imperial College London,http://www.doc.ic.ac.uk/~imh,dNFiqhoAAAAJ
Jeff Kramer,Imperial College London,http://wp.doc.ic.ac.uk/jk,t-fuDjMAAAAJ
Jeffrey Kramer,Imperial College London,http://wp.doc.ic.ac.uk/jk,t-fuDjMAAAAJ
Jim Cunningham,Imperial College London,http://www.doc.ic.ac.uk/~rjc,Y_Gh7b8AAAAJ
John Darlington,Imperial College London,http://www.imperial.ac.uk/people/j.darlington,WzMgfywAAAAJ
Julie A. McCann,Imperial College London,http://wp.doc.ic.ac.uk/aese/person/julie-a-mccann,S6wyzdwAAAAJ
Julie Ann McCann,Imperial College London,http://wp.doc.ic.ac.uk/aese/person/julie-a-mccann,S6wyzdwAAAAJ
Keith Clark,Imperial College London,http://www.doc.ic.ac.uk/~klc,fjZMW1oAAAAJ
Kin K. Leung,Imperial College London,http://www.commsp.ee.ic.ac.uk/~kkleung,IpG80kwAAAAJ
Krysia Broda,Imperial College London,http://wp.doc.ic.ac.uk/kb,NOSCHOLARPAGE
Mahdi Cheraghchi,Imperial College London,http://www.imperial.ac.uk/people/m.cheraghchi,pDkhB5EAAAAJ
Mahdi Cheraghchi Bashi Astaneh,Imperial College London,http://mahdi.cheraghchi.info,NOSCHOLARPAGE
Maja Pantic,Imperial College London,http://www.ibug.doc.ic.ac.uk/maja,ygpxbK8AAAAJ
Marc Peter Deisenroth,Imperial College London,http://wp.doc.ic.ac.uk/sml/person/marc-deisenroth,NOSCHOLARPAGE
Marek J. Sergot,Imperial College London,https://www.doc.ic.ac.uk/~mjs,NOSCHOLARPAGE
Margaret Cunningham,Imperial College London,http://www.imperial.ac.uk/people/m.cunningham,NOSCHOLARPAGE
Michael Huth,Imperial College London,http://www.doc.ic.ac.uk/~mrh,ZBlUaIAAAAAJ
Morris Sloman,Imperial College London,http://wp.doc.ic.ac.uk/mss,ey299DUAAAAJ
Murray Shanahan,Imperial College London,https://www.doc.ic.ac.uk/~mpsha,00bnGpAAAAAJ
Naranker Dulay,Imperial College London,http://wp.doc.ic.ac.uk/nd,KXfVZq0AAAAJ
Nicholas R. Jennings,Imperial College London,http://www.imperial.ac.uk/people/n.jennings,NOSCHOLARPAGE
Nicholas Robert Jennings,Imperial College London,http://www.imperial.ac.uk/people/n.jennings,NOSCHOLARPAGE
Nick R. Jennings,Imperial College London,http://www.imperial.ac.uk/people/n.jennings,NOSCHOLARPAGE
Nobuko Yoshida,Imperial College London,https://www.doc.ic.ac.uk/~yoshida,4T-p76AAAAAJ
Oskar Mencer,Imperial College London,http://www.doc.ic.ac.uk/~oskar,QKwM57kAAAAJ
Panos Parpas,Imperial College London,http://www.doc.ic.ac.uk/~pp500,yXcvHysAAAAJ
Paul H. J. Kelly,Imperial College London,https://www.imperial.ac.uk/people/p.kelly,GIDpay0AAAAJ
Peter G. Harrison,Imperial College London,http://www.imperial.ac.uk/people/p.harrison,f6GUPSUAAAAJ
Peter McBrien,Imperial College London,http://www.doc.ic.ac.uk/~pjm,VVV8tSwAAAAJ
Peter Pietzuch,Imperial College London,https://www.doc.ic.ac.uk/~prp,vYcHYoYAAAAJ
Peter R. Pietzuch,Imperial College London,https://www.doc.ic.ac.uk/~prp,vYcHYoYAAAAJ
Philippa Gardner,Imperial College London,https://www.doc.ic.ac.uk/~pg,LDe0mUwAAAAJ
R. James Cunningham,Imperial College London,http://www.doc.ic.ac.uk/~rjc,Y_Gh7b8AAAAJ
Robert Kowalski,Imperial College London,http://www.doc.ic.ac.uk/~rak,pvkQAj0AAAAJ
Ruth Misener,Imperial College London,https://wp.doc.ic.ac.uk/rmisener,zvEK6hMAAAAJ
Sergio Maffeis,Imperial College London,https://www.doc.ic.ac.uk/~maffeis,ODKP7a0AAAAJ
Sophia Drossopoulou,Imperial College London,https://wp.doc.ic.ac.uk/sd,5g4VizIAAAAJ
Stefan Leutenegger,Imperial College London,http://www.imperial.ac.uk/people/s.leutenegger,SmGQ48gAAAAJ
Stefanos P. Zafeiriou,Imperial College London,http://www.imperial.ac.uk/people/s.zafeiriou,QKOH5iYAAAAJ
Stefanos Zafeiriou,Imperial College London,http://www.imperial.ac.uk/people/s.zafeiriou,QKOH5iYAAAAJ
Steffen van Bakel,Imperial College London,http://www.doc.ic.ac.uk/~svb,wSUVpA0AAAAJ
Stephen H. Muggleton,Imperial College London,http://wp.doc.ic.ac.uk/shm,WxJXT2MAAAAJ
Stephen Muggleton,Imperial College London,http://wp.doc.ic.ac.uk/shm,WxJXT2MAAAAJ
Su-Lin Lee,Imperial College London,http://www.imperial.ac.uk/people/su-lin.lee,JzfbzH0AAAAJ
Susan Eisenbach,Imperial College London,http://www.imperial.ac.uk/people/s.eisenbach,fpMB-WYAAAAJ
Thomas Heinis,Imperial College London,http://wp.doc.ic.ac.uk/theinis,yJ998VYAAAAJ
Tony Field,Imperial College London,http://wp.doc.ic.ac.uk/ajf,rn3Lg2wAAAAJ
Wayne Luk,Imperial College London,https://www.doc.ic.ac.uk/~wl,F1JYd9UAAAAJ
William J. Knottenbelt,Imperial College London,http://www.imperial.ac.uk/people/w.knottenbelt,Vz8XWRoAAAAJ
William John Knottenbelt,Imperial College London,http://www.imperial.ac.uk/people/w.knottenbelt,Vz8XWRoAAAAJ
Yike Guo,Imperial College London,http://www.imperial.ac.uk/people/y.guo,-0q6cIYAAAAJ
C. R. Subramanian,IMSc,http://www.imsc.res.in/~crs,A_WrLWsAAAAJ
Kamal Lodaya,IMSc,http://www.imsc.res.in/%7Ekamal,NOSCHOLARPAGE
Meena Mahajan,IMSc,www.imsc.res.in/~meena,HYLNAGUAAAAJ
Ramaswamy Ramanujam,IMSc,http://www.imsc.res.in/~jam,HYLNAGUAAAAJ
Saket Saurabh 0001,IMSc,http://www.imsc.res.in/~saket,SB7uTZoAAAAJ
Venkatesh Raman 0001,IMSc,http://www.imsc.res.in/~vraman,NOSCHOLARPAGE
Vikram Sharma 0001,IMSc,https://www.imsc.res.in/~vikram,NOSCHOLARPAGE
Vikraman Arvind,IMSc,http://www.imsc.res.in/~arvind,NOSCHOLARPAGE
Amr Sabry,Indiana University,http://www.cs.indiana.edu/~sabry,dYGSG4EAAAAJ
Apu Kapadia,Indiana University,http://www.cs.indiana.edu/~kapadia,r42-hFIAAAAJ
Beth A. Plale,Indiana University,http://www.cs.indiana.edu/~plale,CyGvFJkAAAAJ
Beth Plale,Indiana University,http://www.cs.indiana.edu/~plale,CyGvFJkAAAAJ
Bobby Schnabel,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=294,SOTREl0AAAAJ
Cenk S. Sahinalp,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=291,NOSCHOLARPAGE
Christopher Raphael,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=279,NOSCHOLARPAGE
Chung-chieh Shan,Indiana University,http://homes.soic.indiana.edu/ccshan,3L1yQeQAAAAJ
D. Martin Swany,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=307,NOSCHOLARPAGE
Daniel Leivant,Indiana University,https://www.cs.indiana.edu/~leivant,NOSCHOLARPAGE
Daniel P. Friedman,Indiana University,http://www.cs.indiana.edu/~dfried,0yxUr_oAAAAJ
David B. Leake,Indiana University,https://www.cs.indiana.edu/~leake,CidT-JAAAAAJ
David J. Crandall,Indiana University,http://www.cs.indiana.edu/~djcran,8bQRH5YAAAAJ
David Leake,Indiana University,https://www.cs.indiana.edu/~leake,CidT-JAAAAAJ
Dirk Van Gucht,Indiana University,https://www.cs.indiana.edu/~vgucht,NCQuZX0AAAAJ
Donald S. Williamson,Indiana University,http://homes.soic.indiana.edu/williads,N4gwChgAAAAJ
Douglas Hofstadter,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=229,NOSCHOLARPAGE
Eli Blevis,Indiana University,http://eli.informatics.indiana.edu,2BK-UYQAAAAJ
Erik Stolterman,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=305,iotMZFMAAAAJ
Erin Brady,Indiana University,https://soic.iupui.edu/people/erin-brady,BAZIWBUAAAAJ
Erin L. Brady,Indiana University,https://soic.iupui.edu/people/erin-brady,BAZIWBUAAAAJ
Esfandiar Haghverdi,Indiana University,http://homes.soic.indiana.edu/ehaghver,NOSCHOLARPAGE
Feng Qian 0001,Indiana University,https://www.cs.indiana.edu/~fengqian,NOSCHOLARPAGE
Funda Ergün,Indiana University,http://homes.soic.indiana.edu/fergun,C3Xc9xIAAAAJ
Geoffrey Brown,Indiana University,http://homes.soic.indiana.edu/geobrown,PrxFp1MAAAAJ
Geoffrey C. Fox,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=203,dJ-fD-sAAAAJ
Geoffrey Charles Fox,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=203,dJ-fD-sAAAAJ
Gregory J. E. Rawlins,Indiana University,http://www.cs.indiana.edu/~rawlins,NOSCHOLARPAGE
Grigory Yaroslavtsev,Indiana University,http://grigory.us,AbRFE3IAAAAJ
Haixu Tang,Indiana University,http://www.informatics.indiana.edu/hatang,4Hywr5UAAAAJ
Hamid R. Ekbia,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=72,WPGTvh8AAAAJ
Jeffrey Bardzell,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=159,JjKNmggAAAAJ
Jeremy G. Siek,Indiana University,http://wphomes.soic.indiana.edu/jsiek,Vuso8H8AAAAJ
Judy Qiu,Indiana University,http://www.cs.indiana.edu/~xqiu,0w0Dy34AAAAJ
Katie A. Siek,Indiana University,http://wphomes.soic.indiana.edu/ksiek,-R9W7IkAAAAJ
Katie Moor,Indiana University,http://wphomes.soic.indiana.edu/ksiek,-R9W7IkAAAAJ
Kay Connelly,Indiana University,http://wphomes.soic.indiana.edu/connelly,uZZ7HtIAAAAJ
Kay H. Connelly,Indiana University,http://wphomes.soic.indiana.edu/connelly,uZZ7HtIAAAAJ
L Jean Camp,Indiana University,http://ljean.com,wJPGa2IAAAAJ
L. Jean Camp,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=178,wJPGa2IAAAAJ
Linda Jean Camp,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=178,wJPGa2IAAAAJ
M. S. Ryoo,Indiana University,http://michaelryoo.com,vcw0TJIAAAAJ
Martin A. Siegel,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=298,sZ_nSuIAAAAJ
Martin Swany,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=307,NOSCHOLARPAGE
Matthew W. Hahn,Indiana University,http://www.indiana.edu/~hahnlab,ShySYTIAAAAJ
Mehmet M. Dalkilic,Indiana University,http://www.informatics.indiana.edu/dalkilic,yW-I2CEAAAAJ
Mehmet M. Dalkiliç,Indiana University,http://www.informatics.indiana.edu/dalkilic,yW-I2CEAAAAJ
Michael A. McRobbie,Indiana University,http://president.iu.edu/about/biography.shtml,NOSCHOLARPAGE
Michael S. Ryoo,Indiana University,http://michaelryoo.com,vcw0TJIAAAAJ
Norman Makoto Su,Indiana University,https://www.soic.indiana.edu/faculty-research/directory/profile.html?profile_id=306,eqs6v1wAAAAJ
Patrick C. Shih,Indiana University,http://patshih.soic.indiana.edu,Lzw8EnkAAAAJ
Paul W. Purdom,Indiana University,http://www.cs.indiana.edu/~pwp,h6Z8WS0AAAAJ
Predrag Radivojac,Indiana University,http://www.cs.indiana.edu/~predrag,ugj0at8AAAAJ
Qin Zhang 0001,Indiana University,http://homes.soic.indiana.edu/qzhangcs,21hVxuUAAAAJ
Randall Bramley,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=169,NOSCHOLARPAGE
Randall D. Beer,Indiana University,http://mypage.iu.edu/~rdbeer,F_J8QyAAAAAJ
Raquel Hill,Indiana University,http://www.cs.indiana.edu/~ralhill,kBNKU1YAAAAJ
Robert B. Schnabel,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=294,SOTREl0AAAAJ
Ryan Henry,Indiana University,http://homes.soic.indiana.edu/henry,kj6ctNwAAAAJ
Ryan Newton,Indiana University,http://www.cs.indiana.edu/~rrnewton/homepage.html,Bp6dm-oAAAAJ
Ryan R. Newton,Indiana University,http://www.cs.indiana.edu/~rrnewton/homepage.html,Bp6dm-oAAAAJ
Sam Tobin-Hochstadt,Indiana University,http://www.ccs.neu.edu/home/samth,vMSSQbAAAAAJ
Selma Sabanovic,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=288,P5pnLAcAAAAJ
Shaowen Bardzell,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=160,aD5ev8QAAAAJ
Steven A. Myers,Indiana University,http://wphomes.soic.indiana.edu/samyers,SQnCsswAAAAJ
Steven Myers,Indiana University,http://wphomes.soic.indiana.edu/samyers,SQnCsswAAAAJ
Süleyman Cenk Sahinalp,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=291,NOSCHOLARPAGE
Thomas L. Sterling,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=303,t4BXt2EAAAAJ
Thomas Lawrence Sterling,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=303,t4BXt2EAAAAJ
XiaoFeng Wang 0001,Indiana University,http://www.informatics.indiana.edu/xw7,u4dhRkQAAAAJ
